indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
HGDP00549.DG	HGDP00549	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00550.DG	HGDP00550	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00552.DG	HGDP00552	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00553.DG	HGDP00553	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00554.DG	HGDP00554	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00555.DG	HGDP00555	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
HGDP00556.DG	HGDP00556	Modern	0	0	New__Guinea,__Iatmul__and__Kwoma__societies__of__the__Middle__Sepik__River__region	Papua__New__Guinea	-4	143	..	FALSE	TRUE
S_Pathan-1.DG	HGDP00216	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	FALSE
S_Pathan-2.DG	HGDP00232	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	FALSE
HGDP00213.DG	HGDP00213	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00216.DG	HGDP00216	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00218.DG	HGDP00218	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00222.DG	HGDP00222	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00224.DG	HGDP00224	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00226.DG	HGDP00226	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00228.DG	HGDP00228	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
HGDP00232.DG	HGDP00232	Modern	0	0	..	Pakistan	33.48700562	70.5	..	FALSE	TRUE
